src_text	tgt_text
Several movies and TV series have been made based on this book.	ᱱᱚᱶᱟ ᱯᱚᱛᱚᱵ ᱪᱮᱛᱟᱱ ᱨᱮ ᱴᱮᱦᱟᱴ ᱠᱟᱛᱮ ᱵᱮᱥ ᱠᱤᱪᱷᱩ ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ ᱟᱨ ᱴᱤ ᱵᱷᱤ ᱥᱤᱨᱤᱡ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱱᱟ ᱾
Sad and confused, all the lovers fall asleep.	ᱫᱩᱠᱷ ᱟᱱᱟᱜ ᱟᱨ ᱦᱤᱲᱤᱡ ᱟᱱᱟᱜ , ᱥᱟᱱᱟᱢ ᱫᱩᱞᱟᱹᱲᱤᱭᱟᱹ ᱠᱚ ᱡᱟᱹᱯᱤᱫ ᱟᱠᱟᱫᱟ ᱾
The exact date the play was written is unknown.	ᱦᱩᱰᱤᱧ ᱜᱟᱭᱟᱱ ᱫᱚ ᱴᱷᱤᱠ ᱛᱤᱥ ᱚᱞ ᱟᱠᱟᱱᱟ ᱚᱱᱟ ᱫᱚ ᱵᱟᱝ ᱵᱟᱰᱟᱭ ᱟᱠᱟᱱᱟ ᱾
The state of Illinois put out a call to form units.	ᱤᱞᱤᱱᱚᱭ ᱯᱚᱱᱚᱛ ᱤᱭᱩᱱᱤᱴ ᱵᱮᱱᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫᱴᱟᱝ ᱱᱮᱣᱛᱟ ᱠᱚ ᱵᱟᱲᱟᱭ ᱦᱚᱪᱚ ᱞᱮᱫᱟ ᱾
There they were formed into the 9th Regiment, Illinois volunteer infantry.	ᱚᱰᱮ ᱩᱱᱠᱩ ᱙ ᱟᱱᱟᱜ ᱨᱮᱡᱤᱢᱮᱱᱴ, ᱤᱞᱤᱭᱚᱱ ᱥᱩᱥᱟᱹᱨᱤᱭᱟᱹ ᱛᱟᱲᱟᱢ ᱯᱷᱟᱹᱫ ᱨᱮᱠᱚ ᱥᱮᱞᱮᱫ ᱞᱮᱱᱟ ᱾
While they were waiting to join the battle, new orders were given.	ᱡᱚᱠᱷᱚᱱ ᱩᱱᱠᱩ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱨᱮ ᱥᱮᱞᱮᱫᱚᱜ ᱞᱟᱹᱜᱤᱫ ᱠᱚ ᱛᱟᱹᱜᱤᱭᱮᱫ ᱛᱟᱦᱮᱸ ᱩᱱᱫᱚ ᱱᱟᱣᱟᱱ ᱦᱩᱠᱩᱢ ᱮᱢ ᱦᱩᱭ ᱞᱮᱱᱟ ᱾
It was released on November 22, 2019 by TriStar Pictures.	ᱱᱚᱶᱟ ᱫᱚ ᱒᱒ ᱱᱚᱵᱷᱮᱢᱵᱚᱨ ᱒᱐᱑᱙ ᱢᱟᱹᱦᱤᱚᱛ ᱨᱮ ᱴᱨᱟᱭᱥᱴᱟᱨ ᱯᱤᱠᱪᱟᱨᱥ ᱫᱟᱨᱟᱭᱛᱮ ᱩᱰᱟᱹᱣ ᱞᱮᱱᱟ ᱾
The fairies use their magic to bless all the lovers.	ᱵᱚᱝᱜᱟ ᱠᱩᱲᱤ ᱠᱚ ᱟᱠᱚᱣᱟᱜ ᱡᱟᱹᱫᱩ ᱵᱮᱣᱦᱟᱨ ᱠᱟᱛᱮ ᱥᱟᱱᱟᱢ ᱫᱩᱞᱟᱹᱲᱤᱭᱟᱹ ᱠᱚ ᱛᱷᱩᱢ ᱟᱠᱟᱫ ᱠᱚᱣᱟ ᱾
Oberon has stopped Titania being in love with Bottom.	ᱳᱵᱮᱨᱚᱱ ᱫᱚ ᱴᱟᱭᱴᱟᱱᱤᱭᱟ ᱵᱚᱴᱚᱢ ᱟᱜ ᱫᱩᱞᱟᱹᱲ ᱨᱮ ᱡᱷᱟᱹᱞᱤᱜ ᱮ ᱵᱚᱱᱫᱚ ᱟᱠᱟᱫᱮᱭᱟ ᱾
Tippett composed this oratorio at the beginning of World War II.	ᱴᱤᱯᱮᱴ ᱫᱚᱥᱟᱨ ᱡᱮᱜᱮᱫ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱨᱮᱭᱟᱜ ᱮᱛᱚᱦᱚᱵ ᱨᱮ ᱱᱚᱶᱟ ᱠᱟᱛᱷᱟᱭ ᱚᱞ ᱞᱮᱫᱟ ᱾
He sends the Cratchit family a prize turkey for their holiday dinner.	ᱩᱱᱤ ᱫᱚ ᱠᱨᱟᱪᱤᱴ ᱜᱷᱟᱸᱨᱚᱡᱽ ᱩᱱᱠᱩᱣᱟᱜ ᱪᱷᱩᱴᱤ ᱦᱤᱞᱳᱜᱼᱟ ᱠᱤᱫᱩᱵᱽ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫᱴᱟᱝ ᱥᱤᱨᱯᱟᱹ ᱴᱟᱨᱠᱤᱭ ᱵᱷᱮᱡᱟ ᱞᱮᱫᱟ ᱾
The other actors run away, so Bottom goes to sleep.	ᱮᱴᱟᱜ ᱯᱟᱴᱷᱚᱠᱤᱭᱟᱹ ᱠᱚ ᱫᱟᱹᱲ ᱠᱮᱫᱟ ᱚᱱᱟᱛᱮ ᱵᱚᱴᱚᱢ ᱡᱟᱹᱯᱤᱫ ᱮ ᱪᱟᱞᱟᱣ ᱮᱱᱟ ᱾
It is generally accepted that the play was written in 1595 or 1596.	ᱡᱟᱸᱦᱟ ᱦᱩᱴᱤᱧ ᱜᱟᱭᱟᱱ ᱫᱚ ᱑᱕᱙᱕ ᱥᱮ ᱑᱕᱙᱖ ᱨᱮ ᱚᱞ ᱞᱮᱱᱟ ᱚᱱᱟ ᱫᱚ ᱥᱟᱫᱷᱟᱨᱚᱱᱚᱛᱚ ᱢᱟᱱᱟᱣ ᱵᱟᱛᱟᱣ ᱞᱮᱱᱟ ᱾
He realizes that she is now just a memory.	ᱩᱱᱤᱭ ᱵᱩᱡᱷ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱡᱮ ᱩᱱᱤ ᱫᱚ ᱱᱤᱛ ᱮᱠᱷᱮᱱ ᱪᱤᱱᱦᱟᱹ ᱞᱮᱠᱟ ᱾
It was nominated for 3 Academy Awards in 1985.	ᱱᱚᱶᱟ ᱫᱚ ᱑᱙᱘᱕ ᱥᱟᱞ ᱨᱮ ᱓ᱭᱟ ᱮᱠᱟᱰᱮᱢᱤ ᱥᱤᱨᱯᱟᱹ ᱞᱟᱹᱜᱤᱫ ᱛᱮ ᱵᱟᱪᱷᱟᱣ ᱞᱮᱱᱟ ᱾
He is a lonely person who meets a woman by accident.	ᱩᱱᱤᱫᱚ ᱢᱤᱫᱦᱚᱲ ᱮᱠᱞᱟ ᱦᱚᱲ ᱡᱟᱸᱦᱟᱭ ᱫᱚ ᱫᱟᱹᱵ ᱜᱷᱚᱴᱚᱱ ᱠᱷᱟᱹᱛᱤᱨᱛᱮ ᱢᱤᱫᱦᱚᱲ ᱛᱤᱨᱞᱟᱹ ᱥᱟᱞᱟᱜ ᱮ ᱧᱮᱯᱮᱞ ᱞᱮᱱᱟ ᱾
After that, they begin to see each other often, in her house.	ᱱᱚᱶᱟ ᱛᱟᱭᱚᱢ ᱩᱱᱠᱤᱱ ᱫᱚ ᱵᱟᱱᱟᱦᱚᱲ ᱜᱮ ᱢᱤᱫᱦᱚᱲ ᱟᱨ ᱢᱤᱫᱦᱚᱲᱟᱜ ᱚᱲᱟᱜ ᱡᱟᱣᱜᱮ ᱧᱮᱯᱮᱞ ᱠᱤᱱ ᱮᱛᱚᱦᱚᱵ ᱠᱮᱫᱟ ᱾
Lee was angry with Hill over his mistakes at Bristoe Station.	ᱞᱤ ᱵᱨᱤᱥᱴᱳ ᱥᱴᱮᱥᱚᱱ ᱨᱮ ᱟᱡᱟᱜ ᱦᱩᱲᱟᱹᱜ ᱠᱷᱟᱹᱛᱤᱨ ᱦᱤᱞ ᱥᱟᱞᱟᱜ ᱮ ᱮᱯᱮᱨᱦᱮᱸᱰᱮᱡ ᱞᱮᱱᱟ ᱾
At the First Battle of Bull Run, his regiment was held in reserve.	ᱵᱩᱞ ᱨᱟᱱ ᱨᱮᱭᱟᱜ ᱯᱳᱭᱞᱳ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱨᱮ, ᱟᱡᱟᱜ ᱨᱤᱡᱤᱢᱮᱱᱴ ᱨᱩᱠᱷᱤᱭᱟᱹ ᱫᱚᱦᱚ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾
A group of children found a little moose and began to help him.	ᱢᱤᱫ ᱜᱟᱫᱮᱞ ᱜᱤᱫᱽᱨᱟᱹ ᱢᱤᱫᱴᱟᱝ ᱪᱩᱴᱭᱟᱹ ᱠᱚ ᱯᱟᱸᱡᱟ ᱧᱟᱢ ᱠᱟᱛᱮ ᱩᱱᱤ ᱜᱚᱲᱚᱣᱟᱭ ᱠᱚ ᱮᱛᱚᱦᱚᱵ ᱟᱠᱟᱫᱟ ᱾
A. C. Gibbs  Addison C. Gibbs was an American politician.	ᱮ ᱥᱤ ᱜᱤᱵᱥ ᱮᱰᱤᱥᱚᱱ ᱥᱤ ᱜᱤᱵᱥ ᱫᱚᱭ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱢᱤᱫᱦᱚᱲ ᱟᱢᱮᱨᱤᱠᱟᱱ ᱨᱟᱡᱽ ᱟᱹᱨᱤ ᱜᱟᱹᱠᱷᱩᱲᱤᱭᱟᱹ ᱾
Graduating in 1847, he was posted to the U.S. 1st Artillery.	᱑᱘᱔᱗ ᱥᱟᱞ ᱨᱮ ᱵᱤ ᱮ ᱯᱟᱥ ᱛᱟᱭᱚᱢ ᱩᱱᱤ ᱫᱚ ᱢᱟᱨᱠᱤᱱ ᱑ ᱟᱱᱟᱜ ᱟᱨᱴᱤᱞᱟᱨᱤᱨᱮ ᱵᱷᱮᱡᱟ ᱦᱩᱭ ᱞᱮᱱᱟ ᱾
But, she still continued to act as the first lady.	ᱱᱚᱛᱮ ᱱᱤᱛ ᱦᱚᱸ ᱩᱱᱤᱫᱚ ᱯᱷᱟᱨᱥᱴ ᱞᱮᱰᱤ ᱞᱮᱠᱟᱛᱮᱜᱮ ᱠᱟᱹᱢᱤᱭ ᱛᱚᱨᱟᱣ ᱤᱫᱤ ᱟᱠᱟᱫᱟ ᱾
He founded the Communist Party of Peru – Shining Path in 1969.	ᱩᱱᱤ ᱫᱚ ᱑᱙᱖᱙ ᱥᱟᱞ ᱨᱮ ᱯᱮᱨᱩ ᱨᱮᱭᱟᱜ ᱠᱚᱢᱤᱣᱩᱱᱤᱥᱴ ᱯᱟᱨᱴᱤ ᱥᱟᱭᱱᱤᱝ ᱯᱟᱛᱷ ᱮ ᱵᱮᱱᱟᱣ ᱞᱮᱫᱟ ᱾
They grew up in a small log cabin, with just one room inside.	ᱩᱱᱠᱩ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱦᱩᱰᱤᱧ ᱞᱚᱜ ᱠᱮᱵᱤᱱ ᱨᱮᱠᱚ ᱦᱟᱨᱟ ᱟᱠᱟᱱᱟ, ᱵᱷᱤᱛᱨᱤ ᱨᱮᱫᱚ ᱮᱠᱷᱮᱱ ᱢᱤᱫᱴᱟᱝ ᱚᱲᱟᱜ ᱢᱮᱱᱟᱜᱼᱟ ᱾
As the Union army advanced, nearly all four million slaves were effectively freed.	ᱤᱭᱩᱱᱤᱭᱚᱱ ᱥᱮᱱᱟᱯᱷᱟᱹᱫ ᱞᱟᱦᱟᱱᱛᱤ ᱥᱟᱶ ᱥᱟᱶᱛᱮ ᱯᱨᱟᱭ ᱯᱩᱱ ᱢᱤᱞᱤᱭᱚᱱ ᱥᱮᱵᱮᱫ ᱠᱚ ᱠᱟᱹᱢᱤ ᱠᱷᱚᱱ ᱠᱚ ᱨᱤᱦᱟᱹᱭ ᱞᱮᱫ ᱠᱚᱣᱟ ᱾
The battle was very important, and many soldiers from both sides died.	ᱞᱟᱹᱲᱦᱟᱹᱭ ᱫᱚ ᱟᱹᱰᱤ ᱜᱩᱨᱩᱛᱛᱚᱯᱩᱨᱱᱚ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱟᱨ ᱵᱟᱱᱟᱨ ᱯᱟᱦᱚᱴᱟᱨᱮᱱ ᱜᱮ ᱟᱭᱢᱟ ᱯᱷᱟᱹᱫ ᱠᱚ ᱜᱚᱡ ᱞᱮᱱᱟ ᱾
Acarology  Acarology is the study of mites and ticks.	ᱮᱠᱟᱨᱳᱞᱡᱤ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱢᱟᱭᱤᱴ ᱟᱨ ᱴᱤᱠᱥ ᱨᱮᱭᱟᱜ ᱯᱚᱯᱚᱲᱦᱚᱱ ᱾
Other research showed that it may be bad for high school students.	ᱮᱴᱟᱜ ᱮᱴᱟᱜ ᱠᱷᱫᱽᱨᱚᱱ ᱨᱮ ᱧᱮᱞ ᱟᱠᱟᱱᱟ ᱡᱮ ᱱᱚᱶᱟ ᱫᱚ ᱩᱥᱩᱞ ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮᱱ ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱵᱟᱹᱲᱤᱡ ᱦᱩᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾
An abstract photograph often only shows a part of a natural scene.	ᱢᱤᱫᱴᱟᱝ ᱦᱟᱦᱟᱲᱟᱜ ᱯᱷᱳᱴᱳᱜᱨᱟᱯᱷᱟᱨ ᱡᱟᱣᱜᱮ ᱮᱠᱷᱮᱱ ᱢᱤᱫᱴᱟᱝ ᱥᱟᱪᱟᱨᱦᱮᱫ ᱧᱮᱱᱮᱞ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱦᱤᱸᱥᱮ ᱩᱫᱩᱜᱟ ᱾
Abtswind  Abtswind is a municipality in Kitzingen in Bavaria in Germany.	ᱮᱵᱴᱚᱥᱩᱭᱤᱱᱰ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱡᱟᱨᱢᱟᱱᱤ ᱨᱮᱭᱟᱜ ᱵᱟᱵᱷᱟᱨᱤᱭᱟ ᱨᱮᱭᱟᱜ ᱠᱤᱴᱡᱤᱝᱡᱮᱱ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱯᱳᱣᱨᱚᱥᱚᱵᱷᱟ ᱾
Pamantasan ng Lungsod ng Maynila also employ a specific grading category for retention.	ᱢᱮᱹᱱᱤᱞᱟ ᱡᱮᱜᱮᱫ ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱥᱟᱵ ᱫᱚᱦᱚᱭ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫᱴᱟᱝ ᱜᱚᱴᱟᱵᱩᱴᱟᱹ ᱜᱨᱮᱰᱤᱝ ᱛᱷᱚᱱᱚᱛ ᱦᱚᱸᱠᱚ ᱵᱟᱦᱟᱞᱟ ᱾
One example of an action game is Super Mario Bros.	ᱢᱤᱫᱴᱟᱝ ᱮᱹᱠᱥᱚᱱ ᱠᱷᱤᱞᱳᱰ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱫᱟᱹᱭᱠᱟᱹ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱥᱩᱯᱟᱨ ᱢᱟᱨᱤᱣ ᱵᱨᱳᱥ ᱾
Mbembe was born near Otélé in Cameroon in 1957.	ᱮᱢ ᱵᱮ ᱢᱵᱮ ᱫᱚ ᱑᱙᱕᱗ ᱥᱟᱞ ᱨᱮ ᱠᱮᱹᱢᱮᱨᱩᱱ ᱨᱮᱭᱟᱜ ᱳᱴᱮᱞ ᱨᱮᱭ ᱡᱟᱱᱟᱢ ᱞᱮᱱᱟ ᱾
The town came into being on March 4, 1879.	ᱥᱟᱦᱟᱨ ᱫᱚ ᱔ ᱢᱟᱨᱪ, ᱑᱘᱗᱙ ᱥᱟᱞ ᱨᱮ ᱵᱮᱱᱟᱣ ᱞᱮᱱᱟ ᱾
Ada, Ohio  Ada is a village of Ohio in the United States.	ᱮᱹᱰᱟ, ᱳᱦᱤᱣ ᱮᱹᱰᱟ ᱫᱚ ᱢᱟᱨᱠᱤᱱ ᱡᱩᱠᱛᱚᱨᱟᱥᱴᱨᱚ ᱨᱮᱭᱟᱜ ᱳᱦᱤᱣᱨ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱟᱹᱛᱩ ᱾
Acqui Terme  Acqui Terme is an Italian city in Piedmont.	ᱮᱹᱠᱩᱭ ᱴᱟᱨᱢ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱯᱤᱰᱢᱚᱱᱴ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱤᱛᱟᱞᱤᱭᱚ ᱥᱟᱦᱟᱨ ᱾
This is faster and shorter to say then the long phrase.	ᱱᱚᱶᱟ ᱡᱮᱞᱮᱧ ᱟᱹᱭᱟᱹᱛ ᱦᱤᱸᱥ ᱚᱱᱟᱛᱟᱭᱚᱢ ᱩᱥᱟᱹᱨᱟ ᱟᱨ ᱠᱷᱟᱴᱚᱜᱼᱟ ᱾
Adak is the most western municipality in the United States.	ᱮᱹᱰᱟᱠ ᱢᱟᱨᱠᱤᱱ ᱫᱚ ᱡᱩᱠᱛᱚᱨᱟᱥᱴᱨᱚ ᱨᱮᱭᱟᱜ ᱡᱚᱛᱚᱠᱷᱚᱱ ᱯᱚᱥᱪᱷᱤᱢ ᱨᱮᱭᱟᱜ ᱯᱳᱣᱨᱚᱥᱚᱵᱷᱟ ᱾
As of the 2010 census, the population was 31,364.	᱒᱐᱑᱐ ᱥᱟᱞ ᱨᱮᱭᱟᱜ ᱦᱚᱲ ᱞᱮᱠᱷᱟ ᱞᱮᱠᱟᱛᱮ, ᱦᱚᱲᱮᱞ ᱠᱚ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱓᱑,᱓᱖᱔ ᱦᱚᱲ ᱾
There were 18,643 people living in Adams County as of the year 2000.	᱒᱐᱐᱐ ᱥᱟᱞ ᱨᱮᱭᱟᱜ ᱞᱮᱠᱟᱛᱮ ᱮᱹᱰᱟᱢᱚᱥ ᱠᱟᱣᱩᱱᱴᱤᱨᱮ ᱑᱘,᱖᱔᱓ ᱦᱚᱲ ᱠᱚ ᱜᱤᱨᱟᱹᱵᱟᱥᱚᱜ ᱛᱟᱦᱮᱸ ᱾
Adams Morgan continues to show linguistic and cultural diversity of its public schools.	ᱮᱹᱰᱟᱢᱚᱥ ᱢᱚᱨᱜᱟᱱ ᱫᱚ ᱟᱡᱟᱜ ᱯᱟᱵᱞᱤᱠ ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱠᱚ ᱨᱮᱭᱟᱜ ᱯᱟᱹᱨᱥᱤ ᱟᱱᱟᱜ ᱟᱨ ᱞᱟᱠᱪᱟᱨ ᱟᱱᱟᱜ ᱵᱷᱮᱱᱮᱜᱟᱨ ᱧᱮᱞ ᱟᱠᱟ ᱢᱮᱱᱟᱭᱟ ᱾
Adelaide is near the Southern Ocean and is north of the Fleurieu Peninsula.	ᱮᱹᱰᱤᱞᱮᱰ ᱫᱚ ᱫᱚᱠᱠᱷᱤᱱ ᱢᱟᱦᱟᱥᱟᱹᱢᱩᱫ ᱴᱷᱮᱱ ᱟᱨ ᱯᱷᱞᱩᱨᱤᱭᱩ ᱥᱟᱸᱜᱷᱟ ᱰᱷᱤᱯ ᱨᱮᱭᱟᱜ ᱩᱛᱛᱚᱨ ᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ ᱾
As of the 2010 census, 32,297 people lived there.	᱒᱐᱑᱐ ᱥᱟᱞ ᱨᱮᱭᱟᱜ ᱦᱚᱲ ᱞᱮᱠᱷᱟ ᱞᱮᱠᱟᱛᱮ, ᱚᱰᱮ ᱓᱒,᱒᱙᱗ ᱦᱚᱲ ᱠᱚ ᱜᱤᱨᱟᱹᱵᱟᱥᱚᱜ ᱛᱟᱦᱮᱸ ᱾
Adel, Iowa  Adel is a city in Iowa in the United States.	ᱮᱹᱰᱮᱞ, ᱟᱭᱣᱟ ᱮᱹᱰᱮᱞ ᱫᱚ ᱢᱟᱨᱠᱤᱱ ᱡᱩᱠᱛᱚᱨᱟᱥᱴᱨᱚ ᱨᱮᱭᱟᱜ ᱟᱭᱮᱟ ᱥᱟᱦᱟᱨ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱥᱟᱦᱟᱨ ᱾
De Torrebiarte was President of the National Football Federation from 2016 to 2017.	ᱰᱤ ᱛᱳᱨᱮᱵᱤᱭᱟᱨᱛ ᱫᱚ ᱒᱐᱑᱖ ᱠᱷᱚᱱ ᱒᱐᱑᱗ ᱥᱟᱞ ᱦᱟᱹᱵᱤᱡ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱯᱷᱩᱴᱵᱚᱞ ᱯᱷᱮᱰᱟᱨᱮᱥᱚᱱ ᱨᱮᱱ ᱢᱟᱲᱛᱮᱭ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾
Sometimes there are different forms of the same adjective.	ᱡᱟᱸᱦᱟᱛᱤᱱ ᱡᱟᱸᱦᱟᱛᱤᱱ ᱠᱚᱨᱮ ᱱᱚᱶᱟ ᱜᱩᱱᱩᱱ ᱨᱮᱭᱟᱜ ᱟᱭᱢᱟ ᱞᱮᱠᱟᱱ ᱢᱩᱴᱷᱟᱹᱱ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾
Stevenson is a second cousin, once removed of actor McLean Stevenson.	ᱥᱴᱤᱵᱷᱮᱱᱥᱚᱱ ᱫᱚ ᱢᱤᱫᱦᱚᱲ ᱫᱚᱥᱟᱨ ᱢᱟᱨᱟᱝᱵᱟ ᱦᱚᱯᱚᱱᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ, ᱢᱤᱫᱼᱫᱷᱟᱣ ᱫᱚ ᱯᱟᱴᱷᱚᱠ ᱢᱮᱹᱠᱞᱤᱱ ᱥᱴᱤᱵᱷᱮᱱᱥᱚᱱ ᱴᱷᱮᱱ ᱠᱷᱚᱱ ᱵᱷᱮᱜᱟᱨ ᱦᱩᱭ ᱞᱮᱱᱟ ᱾
On 5 October 1916, Hitler was hurt by a bullet shell.	᱑᱙᱑᱖ ᱥᱟᱞ ᱨᱮᱭᱟᱜ ᱕ ᱚᱠᱴᱳᱵᱚᱨ ᱨᱮ ᱦᱤᱴᱞᱟᱨ ᱫᱚ ᱵᱩᱞᱮᱴ ᱨᱮᱭᱟᱜ ᱥᱮᱞ ᱛᱮᱭ ᱡᱚᱠᱷᱚᱢ ᱞᱮᱱᱟ ᱾
Because of the Nazi government, at least 50 million people died.	ᱱᱟᱛᱥᱤ ᱥᱚᱨᱠᱟᱨ ᱦᱚᱛᱮᱷᱮ ᱚᱱᱛᱚᱛᱚ ᱯᱚᱬᱮ ᱠᱳᱴᱤ ᱦᱚᱲ ᱠᱚ ᱜᱚᱡ ᱟᱠᱟᱱᱟ ᱾
Aden was controlled by the British Empire from 1839 to 1967.	ᱮᱰᱮᱱ ᱫᱚ ᱑᱘᱓᱙ ᱥᱟᱞ ᱠᱷᱚᱱ ᱑᱙᱖᱗ ᱥᱟᱞ ᱦᱟᱹᱵᱤᱡ ᱵᱨᱤᱴᱤᱥ ᱨᱟᱡᱽᱯᱟᱴ ᱰᱟᱨᱟᱭᱛᱮ ᱥᱟᱢᱵᱲᱟᱣ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾
She was a member of the Union of Fine Artists in Romania.	ᱩᱱᱤ ᱫᱚ ᱨᱳᱢᱟᱱᱤᱭᱟ ᱨᱮᱱ ᱯᱷᱟᱭᱤᱱ ᱟᱨᱴᱤᱥᱴ ᱤᱭᱩᱱᱤᱭᱚᱱ ᱨᱮᱱ ᱨᱟᱹᱥᱭᱟᱹᱭ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾
Then he studied at Princeton University and Northwestern University Law School.	ᱚᱱᱟᱛᱟᱭᱚᱢ ᱩᱱᱤ ᱫᱚ ᱯᱨᱤᱱᱥᱴᱚᱱ ᱡᱮᱜᱮᱫᱵᱤᱨᱫᱟᱹᱜᱟᱲᱨᱮ ᱟᱨ ᱱᱚᱨᱛᱷ ᱳᱭᱮᱥᱴᱟᱨᱱ ᱡᱮᱜᱮᱫᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮᱭᱟᱜ ᱞᱚ ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮᱭ ᱯᱟᱲᱦᱟᱣ ᱞᱮᱱᱟ ᱾
Stevenson had one son with his wife Nancy Anderson.	ᱥᱴᱤᱵᱷᱮᱱᱥᱚᱱ ᱨᱮᱱ ᱚᱲᱟᱜ ᱜᱚᱝᱠᱮ ᱱᱮᱹᱱᱥᱤ ᱮᱹᱱᱰᱟᱨᱥᱚᱱ ᱥᱟᱞᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱜᱤᱫᱽᱨᱟᱹᱭ ᱛᱟᱦᱮᱠᱟᱱ ᱛᱟᱭᱟ ᱾
Stevenson III was born in Chicago, Illinois on October 10, 1930.	ᱛᱮᱥᱟᱨ ᱥᱴᱤᱵᱷᱮᱱᱥᱚᱱ ᱫᱚ ᱑᱐ ᱚᱠᱴᱳᱵᱚᱨ ,᱑᱙᱓᱐ ᱥᱟᱞ ᱨᱮ ᱥᱤᱠᱟᱜᱳ ᱨᱮᱭᱟᱜ ᱤᱞᱤᱱᱚᱭᱮ ᱨᱮᱭ ᱡᱟᱱᱟᱢ ᱞᱮᱱᱟ ᱾
In September 1907, he went to Vienna and took an entrance examination.	᱑᱙᱐᱗ ᱥᱟᱞ ᱨᱮᱭᱟᱜ ᱥᱮᱯᱴᱮᱢᱵᱚᱨ ᱨᱮ ᱩᱱᱤ ᱫᱚ ᱵᱷᱤᱭᱮᱱᱟᱭ ᱪᱟᱞᱟᱣ ᱮᱱᱟ ᱟᱨ ᱢᱤᱫᱴᱟᱝ ᱮᱱᱴᱨᱟᱱᱥ ᱵᱤᱱᱤᱰᱮ ᱮᱢ ᱠᱮᱫᱟ ᱾
Adria Airways  Adria Airways was the national airline of Slovenia.	ᱢᱟᱫᱨᱤᱭᱟ ᱮᱭᱟᱨᱣᱭᱮᱡ ᱢᱟᱫᱨᱤᱭᱟ ᱮᱭᱟᱨᱣᱭᱮᱡ ᱫᱚ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱥᱞᱳᱵᱷᱮᱱᱤᱭᱟ ᱨᱮᱭᱟᱜ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱩᱰᱟᱹᱱ ᱜᱟᱹᱰᱤ ᱥᱮᱢᱞᱮᱫ ᱾ ᱾
He was one of the most important composers of his time.	ᱩᱱᱤ ᱫᱚᱭ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱟᱡᱟᱜ ᱚᱠᱛᱚᱨᱮᱱ ᱡᱚᱛᱚᱠᱷᱚᱱ ᱜᱩᱨᱩᱛᱛᱚᱯᱩᱨᱱᱚ ᱨᱟᱦᱟ ᱡᱚᱲᱟᱣᱟᱱ ᱠᱚ ᱢᱩᱫᱨᱮ ᱢᱤᱫᱦᱚᱲ ᱾
